Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2)
Auckland Aero,20221115:0000,183,1.9,118,7.7,171,0.6,18.5,16.9,84.7,22.0,14.8,11.7,18.0,18.2,-,-,-,1014.3,1013.4,-,13.65
Auckland Aero,20221116:0000,152,2.0,44,9.8,377,0.0,19.7,17.4,78.2,24.3,16.0,13.2,19.1,18.8,-,-,-,1011.4,1010.5,-,22.80
Auckland Aero,20221117:0000,31,5.6,17,11.3,312,21.0,18.7,17.1,84.4,20.3,17.3,16.4,19.3,19.5,-,-,-,1007.4,1006.5,-,9.05
Auckland Aero,20221118:0000,51,3.4,31,14.4,386,11.8,18.5,17.7,91.6,21.8,15.8,13.4,18.5,18.6,-,-,-,1003.9,1003.0,-,9.23
Auckland Aero,20221119:0000,6,5.5,6,16.0,348,4.2,17.7,15.5,78.0,22.8,13.4,12.3,17.0,17.5,-,-,-,1003.8,1002.9,-,17.85
Auckland Aero,20221120:0000,358,6.0,295,13.4,372,21.8,19.4,16.7,74.8,23.2,13.8,11.9,17.1,17.5,-,-,-,1004.6,1003.8,-,13.41
Auckland Aero,20221121:0000,324,4.1,303,13.9,382,1.6,18.7,17.1,84.2,20.3,13.8,13.2,17.2,17.3,-,-,-,1006.8,1005.9,-,8.84
Auckland Aero,20221122:0000,29,3.9,326,18.0,689,11.8,19.5,18.4,89.4,22.8,13.9,12.2,16.8,16.9,-,-,-,1004.3,1003.5,-,15.62
Auckland Aero,20221123:0000,284,9.0,232,20.1,638,14.0,16.2,13.9,76.1,20.5,12.8,11.8,15.7,16.7,-,-,-,999.1,998.2,-,26.68
Auckland Aero,20221124:0000,9,4.5,270,17.5,756,3.4,14.3,13.8,94.4,20.4,13.9,13.1,15.9,16.7,-,-,-,1004.4,1003.5,-,21.88
Auckland Aero,20221125:0000,251,9.4,268,18.0,588,1.0,15.7,12.2,63.5,19.5,11.9,10.6,14.6,15.6,-,-,-,1005.8,1004.9,-,29.57
Auckland Aero,20221126:0000,338,2.9,253,8.8,299,0.0,15.9,14.0,80.3,21.3,13.4,12.2,15.8,16.3,-,-,-,1008.9,1008.0,-,23.40
Auckland Aero,20221127:0000,34,5.6,231,13.9,534,20.2,18.4,16.2,78.5,20.1,11.5,9.6,16.0,16.3,-,-,-,1004.5,1003.6,-,11.37
Auckland Aero,20221128:0000,242,8.3,225,14.4,436,0.2,17.0,12.5,56.1,19.9,14.6,13.1,15.2,16.0,-,-,-,1009.4,1008.5,-,23.12
Auckland Aero,20221129:0000,1,2.7,13,8.8,320,6.8,17.1,14.3,72.0,22.2,12.4,9.5,15.6,15.9,-,-,-,1015.1,1014.2,-,16.59
Auckland Aero,20221130:0000,326,5.5,250,21.1,787,8.0,19.3,18.2,89.8,23.1,16.0,15.8,18.0,17.9,-,-,-,1007.8,1006.9,-,16.30
Auckland Aero,20221201:0000,217,11.9,257,18.0,816,0.2,16.7,15.0,82.5,19.4,13.8,11.7,15.5,16.1,-,-,-,1005.6,1004.7,-,22.85
Auckland Aero,20221202:0000,211,7.6,197,13.9,594,0.0,17.9,14.7,69.3,19.9,14.4,12.8,15.6,16.1,-,-,-,1008.0,1007.1,-,25.03
Auckland Aero,20221203:0000,149,3.3,213,9.8,221,0.2,16.1,13.0,68.6,21.8,14.0,12.4,15.4,16.0,-,-,-,1010.5,1009.6,-,20.26
Auckland Aero,20221204:0000,217,4.4,234,9.8,506,0.0,17.3,14.3,70.5,20.0,11.8,10.1,15.9,16.5,-,-,-,1017.5,1016.6,-,31.29
Auckland Aero,20221205:0000,228,5.5,231,9.8,294,0.0,16.2,14.1,78.3,19.5,15.5,14.8,16.8,17.4,-,-,-,1019.3,1018.4,-,17.33
Auckland Aero,20221206:0000,34,1.5,121,7.7,255,11.4,17.6,14.4,68.9,20.8,11.1,9.2,16.1,16.6,-,-,-,1014.9,1014.0,-,18.84
Auckland Aero,20221207:0000,74,2.9,93,15.4,546,0.2,16.7,15.9,91.9,20.4,14.3,14.3,17.4,17.6,-,-,-,1008.8,1007.9,-,15.06
Auckland Aero,20221208:0000,99,4.9,71,16.5,666,0.0,16.9,13.6,66.9,20.9,15.0,14.1,16.9,17.1,-,-,-,1011.9,1011.0,-,21.34
Auckland Aero,20221209:0000,62,8.8,58,13.4,429,2.0,18.4,17.6,92.2,21.2,16.2,15.3,17.9,17.8,-,-,-,1011.4,1010.5,-,11.55
Auckland Aero,20221210:0000,3,1.0,5,9.3,279,22.2,19.2,19.0,98.2,23.7,18.2,18.0,19.4,19.0,-,-,-,1013.9,1013.0,-,12.77
Auckland Aero,20221211:0000,6,3.8,360,8.8,298,10.4,20.0,19.5,95.1,22.0,18.2,17.9,19.6,19.4,-,-,-,1014.1,1013.2,-,8.39
Auckland Aero,20221212:0000,166,2.2,220,7.7,278,0.0,18.0,16.9,89.3,23.5,15.5,14.1,17.9,18.2,-,-,-,1016.4,1015.5,-,32.60
Auckland Aero,20221213:0000,304,0.8,48,11.8,428,0.0,19.7,17.9,82.8,25.5,15.4,13.9,19.2,19.3,-,-,-,1015.1,1014.2,-,24.91
Auckland Aero,20221214:0000,121,5.5,67,13.9,430,14.2,18.0,16.9,88.8,21.1,16.9,14.8,19.0,19.4,-,-,-,1011.9,1011.0,-,6.65
Auckland Aero,20221215:0000,79,3.7,69,10.3,320,2.2,18.9,18.7,97.5,24.5,16.9,16.6,19.3,19.1,-,-,-,1007.7,1006.8,-,14.90
Auckland Aero,20221216:0000,332,1.6,228,7.7,247,0.2,20.4,20.0,95.8,24.6,18.9,19.1,20.6,20.5,-,-,-,1009.7,1008.8,-,23.19
Auckland Aero,20221217:0000,28,1.9,341,6.2,139,17.6,20.1,19.0,89.5,22.2,19.6,19.2,21.1,21.3,-,-,-,1012.1,1011.2,-,6.38
Auckland Aero,20221218:0000,15,2.2,258,11.8,352,0.0,20.7,19.7,90.6,25.7,17.4,17.6,20.4,20.4,-,-,-,1009.2,1008.4,-,23.79
Auckland Aero,20221219:0000,223,2.3,221,7.2,235,0.6,19.6,17.2,77.8,23.7,16.0,14.2,19.4,20.0,-,-,-,1010.1,1009.2,-,32.28
Auckland Aero,20221220:0000,48,4.1,232,10.8,307,0.2,21.0,18.7,78.9,25.9,16.9,16.1,21.1,21.2,-,-,-,1006.9,1006.1,-,28.84
Auckland Aero,20221221:0000,175,1.0,25,9.8,303,0.0,20.2,17.8,78.3,26.0,15.8,13.6,20.0,20.7,-,-,-,1009.3,1008.4,-,30.32
Auckland Aero,20221222:0000,341,3.4,289,10.8,273,0.2,21.8,18.9,74.8,26.3,17.2,15.6,20.7,21.1,-,-,-,1013.7,1012.8,-,27.68
Auckland Aero,20221223:0000,307,3.0,267,11.8,374,0.0,20.9,17.6,70.9,25.8,16.7,15.4,20.6,21.2,-,-,-,1016.5,1015.6,-,30.47
